Row,Product ID,Name,Retailer,Product URL,Image URL,Description,Price,Category,Gender,Has Image,Has Description,Description Length
46,cmu5bzqi50030ksb0frvob9zx,"BERNADOTTE Set: Teapot and Cups - Design Inspired by Sigvard Bernadotte","Georg Jensen",https://www.georgjensen.com/en-gb/dining-and-bar/coffee-tea/bernadotte-set%3A-teapot-and-cups---design-inspired-by-sigvard-bernadotte/10020918.html,,"Source: K",109,"Food & Drink > Coffee & Tea",UNISEX,No,No,9
47,cmu5jkm1200k6ksb0t8rvv6lr,"BERNADOTTE Set: Teapot and Cups - Design Inspired by Sigvard Bernadotte","Georg Jensen",https://www.georgjensen.com/en-gb/dining-and-bar/coffee-tea/bernadotte-set%3A-teapot-and-cups---design-inspired-by-sigvard-bernadotte/10020918.html,,"Source: K",109,"Food & Drink > Coffee & Tea",UNISEX,No,No,9
48,cmu5bzeh30010ksb009sc0u02,"BERNADOTTE Wine Opener - Design Inspired by Sigvard Bernadotte","Georg Jensen",https://www.georgjensen.com/en-gb/dining-and-bar/bar-accessories/bernadotte-wine-opener---design-inspired-by-sigvard-bernadotte/10020992.html,,"Source: K",49,"Food & Drink > Wine, beer & drinks",UNISEX,No,No,9
49,cmu5jkeo400iqksb0iwv5yv2e,"BERNADOTTE Wine Opener - Design Inspired by Sigvard Bernadotte","Georg Jensen",https://www.georgjensen.com/en-gb/dining-and-bar/bar-accessories/bernadotte-wine-opener---design-inspired-by-sigvard-bernadotte/10020992.html,,"Source: K",49,"Food & Drink > Wine, beer & drinks",UNISEX,No,No,9
50,cmu5jkeef00ioksb0w7bk4gm9,"Biddenden Vineyard's Private Guided Tour (per person)","Biddenden",https://biddendenvineyards.com/products/private-guided-tours?variant=54971007435086&country=GB&currency=GBP,,"Source: K",48,"Food & Drink > Wine, beer & drinks",UNISEX,No,No,9
51,cmu5bzdyp000xksb07m7weu30,"Biddenden Vineyard's Private Guided Tour (per person)","Biddenden",https://biddendenvineyards.com/products/private-guided-tours?variant=54971007435086&country=GB&currency=GBP,,"Source: K",48,"Food & Drink > Wine, beer & drinks",UNISEX,No,No,9
52,cmu5jkdul00ikksb0xnqfz2xc,"Big Green Egg Mini-Max with Foldable Stand","Borough Kitchen",https://www.boroughkitchen.com/products/big-green-egg-mini-max-with-foldable-stand,,"Source: K",1115,"Food & Drink > Cooking & Food",UNISEX,No,No,9
53,cmu5bzcxf000rksb00m75ynfk,"Big Green Egg Mini-Max with Foldable Stand","Borough Kitchen",https://www.boroughkitchen.com/products/big-green-egg-mini-max-with-foldable-stand,,"Source: K",1115,"Food & Drink > Cooking & Food",UNISEX,No,No,9
54,cmu5jmiz400wlksb05rgl5126,"Black Obsidian Bracelet – Adjustable Spiritual Protection Bracelet","The Little Tibet",https://www.thelittletibet.com/collections/tibetan-crafted-jewellery/products/black-obsidian-bracelet-adjustable,,"Source: K",19.99,"Jewellery",FEMALE,No,No,9
55,cmu5c16p300bjksb0o9fcqa72,"Blacksmithing Experience Day","Soulful Iron",https://soulfuliron.co.uk/experience-days/#courses,,"Source: K",140,"Home, Style & Objects > DIY and tools",UNISEX,No,No,9
56,cmu5jllrz00qqksb05u1p5e8t,"Blacksmithing Experience Day","Soulful Iron",https://soulfuliron.co.uk/experience-days/#courses,,"Source: K",140,"Home, Style & Objects > DIY and tools",UNISEX,No,No,9
57,cmu5jlisj00q6ksb00c59x9sd,"Bluebells & Indigo Luxury Gift Box","Gardening Gifts Co",https://www.gardeninggifts.co.uk/products/bluebells-indigo-luxury-gift-box?variant=53290724917558&country=GB&currency=GBP,,"Source: K",59.99,"Home, Style & Objects > Gardening",UNISEX,No,No,9
58,cmu5c12m000auksb0v7nfbne2,"Bluebells & Indigo Luxury Gift Box","Gardening Gifts Co",https://www.gardeninggifts.co.uk/products/bluebells-indigo-luxury-gift-box?variant=53290724917558&country=GB&currency=GBP,,"Source: K",59.99,"Home, Style & Objects > Gardening",UNISEX,No,No,9
59,cmu5c1nr100ebksb0cshheza7,"Blue Lapis Pendant Necklace","Wolf & Badger",https://www.wolfandbadger.com/uk/luxe-oval-blue-lapis-pendant-chain-necklace/,,"Source: G",64,"Home, Style & Objects > Jewellery",FEMALE,No,No,9
60,cmu5jlxj700swksb0o2ujz4w1,"Blue Lapis Pendant Necklace","Wolf & Badger",https://www.wolfandbadger.com/uk/luxe-oval-blue-lapis-pendant-chain-necklace/,,"Source: G",64,"Home, Style & Objects > Jewellery",FEMALE,No,No,9
61,cmu5jm92x00v0ksb0s2dr2nu7,"Blue 'Mixed Stripe' Silk-Blend Scarf","Paul Smith",https://www.paulsmith.com/uk/blue-mixed-stripe-silk-blend-scarf,,"Available in 2 colours.
Occasion: Any occasion
Source: M",110,"Home, Style & Objects > Fashion & accessories",MALE,No,Yes,56
62,cmu5c24nh00h2ksb0huaiagiw,"Blue 'Mixed Stripe' Silk-Blend Scarf","Paul Smith",https://www.paulsmith.com/uk/blue-mixed-stripe-silk-blend-scarf,,"Available in 2 colours.
Occasion: Any occasion
Source: M",110,"Home, Style & Objects > Fashion & accessories",MALE,No,Yes,56
63,cmu5c1jwc00dnksb0u6au1d4b,"Bluetooth Portable Turntable","Amazon",https://www.amazon.co.uk/Bluetooth-Portable-Suitcase-Headphone-Turntable-Black/dp/B0DC616MCH,,"Source: G",42,"Tech, Games and Curiousity > Tech & gadgets",UNISEX,No,No,9
64,cmu5jlutu00seksb0tcvrnqz6,"Bluetooth Portable Turntable","Amazon",https://www.amazon.co.uk/Bluetooth-Portable-Suitcase-Headphone-Turntable-Black/dp/B0DC616MCH,,"Source: G",42,"Tech, Games and Curiousity > Tech & gadgets",UNISEX,No,No,9
65,cmu5jno2n0126ksb05yhal8vg,"Bluey 3 in 1 Transforming Plane","The Entertainer",https://www.thetoyshop.com//shop-by-age/3-4-years/Bluey-3-in-1-Transforming-Plane-Playset/p/568620,,"Source: K",45,"Children",UNISEX,No,No,9
66,cmu5jnomr0128ksb04ohomgg4,"Bluey's Family House with Memory Game","Lego",https://www.lego.com/en-gb/product/blueys-family-house-with-memory-game-10459,,"Source: K",59.99,"Children",FEMALE,No,No,9
67,cmu5bzzk1004fksb0au6pqon2,"Bonpland Cuba Sancti Spiritus 1999 Rum","Whisky Exchange",https://www.thewhiskyexchange.com/p/71591/bonpland-cuba-sancti-spiritus-1999-19-year-old-single-cask,,"Source: K",145,"Food & Drink > Spirits & Cocktails > Whisky",UNISEX,No,No,9
68,cmu5jksjy00laksb06gab2wee,"Bonpland Cuba Sancti Spiritus 1999 Rum","Whisky Exchange",https://www.thewhiskyexchange.com/p/71591/bonpland-cuba-sancti-spiritus-1999-19-year-old-single-cask,,"Source: K",145,"Food & Drink > Spirits & Cocktails > Whisky",UNISEX,No,No,9
69,cmu5jlpeo00raksb0rsowrat1,"Book of Football Team Headlines","Wonderbly",https://www.wonderbly.com/uk/personalized-products/newspaper-football-soccer-book,,"Source: G",50,"Fitness & Sport > Sport spectating > Football",UNISEX,No,No,9
70,cmu5c1bvl00caksb02vj2udho,"Book of Football Team Headlines","Wonderbly",https://www.wonderbly.com/uk/personalized-products/newspaper-football-soccer-book,,"Source: G",50,"Fitness & Sport > Sport spectating > Football",UNISEX,No,No,9
71,cmu5bzgip001dksb051tieeqs,"Bordeau Masters: Margaux and Pomerol","Perfect Cellar",https://www.perfectcellar.com/products/bordeaux-masters-margaux-pomerol?variant=58371748921731,,"Source: K",88.39,"Food & Drink > Wine, beer & drinks",UNISEX,No,No,9
72,cmu5jkg0w00j0ksb0mbmeft2r,"Bordeau Masters: Margaux and Pomerol","Perfect Cellar",https://www.perfectcellar.com/products/bordeaux-masters-margaux-pomerol?variant=58371748921731,,"Source: K",88.39,"Food & Drink > Wine, beer & drinks",UNISEX,No,No,9
73,cmu5bz9uf0008ksb058qa04ur,"Borough Kitchen Chopping Board Set of 3 / Black","Borough Kitchen",https://www.boroughkitchen.com/products/borough-kitchen-chopping-board-set-of-3-black,,"Source: K",99,"Food & Drink > Cooking & Food",UNISEX,No,No,9
74,cmu5jkbxz00i6ksb05jn2fy2x,"Borough Kitchen Chopping Board Set of 3 / Black","Borough Kitchen",https://www.boroughkitchen.com/products/borough-kitchen-chopping-board-set-of-3-black,,"Source: K",99,"Food & Drink > Cooking & Food",UNISEX,No,No,9
75,cmu5jlepj00pcksb0dfovh70a,"BOSS Essena Quartz","Goldsmiths",https://www.goldsmiths.co.uk/BOSS-Essena-Quartz-32mm-Ladies-Watch-Silver-1502706/p/17851575,,"Source: K",229,"Home, Style & Objects > Watches",FEMALE,No,No,9
76,cmu5c0wyi009tksb04vdrph6z,"BOSS Essena Quartz","Goldsmiths",https://www.goldsmiths.co.uk/BOSS-Essena-Quartz-32mm-Ladies-Watch-Silver-1502706/p/17851575,,"Source: K",229,"Home, Style & Objects > Watches",FEMALE,No,No,9
77,cmu5bzpgw002tksb008hr8f3g,"Brew Cafetiere","Tom Dixon",https://www.tomdixon.net/products/brew-cafetiere-brwcf02ssv2,,"Source: K",90,"Food & Drink > Coffee & Tea",UNISEX,No,No,9
78,cmu5jkl7i00k0ksb0bvn7p507,"Brew Cafetiere","Tom Dixon",https://www.tomdixon.net/products/brew-cafetiere-brwcf02ssv2,,"Source: K",90,"Food & Drink > Coffee & Tea",UNISEX,No,No,9
79,cmu5jn29100zqksb0ki4ggxeh,"Brio World Animal Farm Wooden Train Set, FSC-Certified","John Lewis",https://www.johnlewis.com/brio-world-animal-farm-wooden-train-set-fsc-certified-beech/p5143262,,"Source: K",74.99,"Children",MALE,No,No,9
80,cmu5c0ny2008fksb0ia1q0g0u,"Cartier d'Amour stud earrings, 2 brilliant-cut diamonds","Cartier",https://www.cartier.com/en-gb/jewellery/earrings/cartier-d-amour/cartier-d-amour-stud-earrings-2-brilliant-cut-diamonds-small-model-CRB8301405,,"Source: K",1840,"Home, Style & Objects > Jewellery",FEMALE,No,No,9
81,cmu5jl8e100oaksb0nia8gyul,"Cartier d'Amour stud earrings, 2 brilliant-cut diamonds","Cartier",https://www.cartier.com/en-gb/jewellery/earrings/cartier-d-amour/cartier-d-amour-stud-earrings-2-brilliant-cut-diamonds-small-model-CRB8301405,,"Source: K",1840,"Home, Style & Objects > Jewellery",FEMALE,No,No,9
82,cmu5c0mx70088ksb0pm2keqs8,"CARTIER LOVE Ring","Selfridges",https://www.selfridges.com/GB/en/product/cartier-love-small-18ct-yellow-gold-ring_852-10134-CRB4085000/#colour=Yellow%20gold,,"Source: K",1200,"Home, Style & Objects > Jewellery",FEMALE,No,No,9
83,cmu5jl7kl00o4ksb0djhreg5j,"CARTIER LOVE Ring","Selfridges",https://www.selfridges.com/GB/en/product/cartier-love-small-18ct-yellow-gold-ring_852-10134-CRB4085000/#colour=Yellow%20gold,,"Source: K",1200,"Home, Style & Objects > Jewellery",FEMALE,No,No,9
84,cmu5c0d72006iksb0a55c80lo,"Chakra Tuning Forks Set of 9","Sound Therapy Shop",https://soundtherapyshop.co.uk/products/chakra-tuning-forks-unweighted-set-of-9?srsltid=AfmBOooL9xAAWOfOmGyC1pYqKO-673S4da2UPiB9rtfNBv55Vzo9a99Q,,"Source: K",125,"Lifestyle & Wellbeing > Spirituality",UNISEX,No,No,9
85,cmu5jl0s900mqksb0zz2svrl2,"Chakra Tuning Forks Set of 9","Sound Therapy Shop",https://soundtherapyshop.co.uk/products/chakra-tuning-forks-unweighted-set-of-9?srsltid=AfmBOooL9xAAWOfOmGyC1pYqKO-673S4da2UPiB9rtfNBv55Vzo9a99Q,,"Source: K",125,"Lifestyle & Wellbeing > Spirituality",UNISEX,No,No,9
86,cmu5c1t2n00f2ksb0qql1o878,"Chloe Marcie leather cross-body bag","Selfridges",https://www.selfridges.com/GB/en/product/chloe-marcie-leather-cross-body-bag_221-3002986-CHC17WS928161/#colour=TAN,,"Available in 2 colours.
Occasion: Any occasion
Source: M",1690,"Home, Style & Objects > Fashion & accessories",FEMALE,No,Yes,56
87,cmu5jm15f00tgksb0iuorbdxh,"Chloe Marcie leather cross-body bag","Selfridges",https://www.selfridges.com/GB/en/product/chloe-marcie-leather-cross-body-bag_221-3002986-CHC17WS928161/#colour=TAN,,"Available in 2 colours.
Occasion: Any occasion
Source: M",1690,"Home, Style & Objects > Fashion & accessories",FEMALE,No,Yes,56
88,cmu5jlbg300ooksb07nlofwit,"Christopher Ward C63 Sealander Automatic","Time and Tide",https://shop.timeandtidewatches.co.uk/products/christopher-ward-sealander-automatic-39mm-black?variant=55575306338689&country=GB&currency=GBP,,"Source: K",850,"Home, Style & Objects > Watches",MALE,No,No,9
89,cmu5c0rlf008xksb0e30dfi41,"Christopher Ward C63 Sealander Automatic","Time and Tide",https://shop.timeandtidewatches.co.uk/products/christopher-ward-sealander-automatic-39mm-black?variant=55575306338689&country=GB&currency=GBP,,"Source: K",850,"Home, Style & Objects > Watches",MALE,No,No,9
90,cmu5bzfhu0017ksb0mcg26vk0,"Clapton Craft 24 Pack of Beers","Clapton Craft",https://store.claptoncraft.co.uk/products/the-clapton-craft-24-pack-box-of-beers,,"Source: K",80,"Food & Drink > Wine, beer & drinks",UNISEX,No,No,9
91,cmu5jkfha00iwksb00dhnu11h,"Clapton Craft 24 Pack of Beers","Clapton Craft",https://store.claptoncraft.co.uk/products/the-clapton-craft-24-pack-box-of-beers,,"Source: K",80,"Food & Drink > Wine, beer & drinks",UNISEX,No,No,9
92,cmu5jm1f300tiksb0p6rv8xxi,"Claudie Pierlot Heart Embellished Leather Belt","Selfridges",https://www.selfridges.com/GB/en/product/claudie-pierlot-heart-embellished-leather-belt_R04683992/#colour=BLACK,,"Available in 3 sizes
Occasion: Any occasion
Source: M",129,"Home, Style & Objects > Fashion & accessories",FEMALE,No,Yes,53
93,cmu5c1tbu00f4ksb0lff9ogm2,"Claudie Pierlot Heart Embellished Leather Belt","Selfridges",https://www.selfridges.com/GB/en/product/claudie-pierlot-heart-embellished-leather-belt_R04683992/#colour=BLACK,,"Available in 3 sizes
Occasion: Any occasion
Source: M",129,"Home, Style & Objects > Fashion & accessories",FEMALE,No,Yes,53
94,cmu5jmmii00x8ksb0r6xwkb1l,"Cluster Wire Wrapped Ring","Wolf & Badger",https://www.wolfandbadger.com/uk/cluster-wire-wrapped-ring/,,"Source: K",207,"Jewellery",FEMALE,No,No,9
95,cmu5jm2ru00tsksb0xu31fcyw,"Coach LEATHER CARD CASE, Maple","John Lewis",https://www.johnlewis.com/coach-leather-card-case/maple/p110804325,,"Also available in black.
Occasion: Any occasion
Source: M",75,"Home, Style & Objects > Fashion & accessories",UNISEX,No,Yes,57
96,cmu5c1vn700fhksb0ckzy0k8k,"Coach LEATHER CARD CASE, Maple","John Lewis",https://www.johnlewis.com/coach-leather-card-case/maple/p110804325,,"Also available in black.
Occasion: Any occasion
Source: M",75,"Home, Style & Objects > Fashion & accessories",UNISEX,No,Yes,57
97,cmu5jkpa300kmksb0heoxpqnb,"Cocktail Ball Ice Cubes (Set of 2)","Harrods",https://www.harrods.com/en-gb/p/harrods-cocktail-ball-ice-cubes-set-of-2-000000000007844785,,"Source: K",25,"Food & Drink > Spirits & Cocktails",UNISEX,No,No,9
98,cmu5bzuxj003lksb0sa7xtss4,"Cocktail Ball Ice Cubes (Set of 2)","Harrods",https://www.harrods.com/en-gb/p/harrods-cocktail-ball-ice-cubes-set-of-2-000000000007844785,,"Source: K",25,"Food & Drink > Spirits & Cocktails",UNISEX,No,No,9
99,cmu5bzyiu0048ksb0od835556,"Cocktail Masterclass at Gordon Ramsay Restaurants","Gordon Ramsay",https://gifts.gordonramsayrestaurants.com/vouchers/drinks-masterclass,,"Experience
Source: K",120,"Food & Drink > Spirits & Cocktails",UNISEX,No,No,20
100,cmu5jkrql00l4ksb05jmzxqrg,"Cocktail Masterclass at Gordon Ramsay Restaurants","Gordon Ramsay",https://gifts.gordonramsayrestaurants.com/vouchers/drinks-masterclass,,"Experience
Source: K",120,"Food & Drink > Spirits & Cocktails",UNISEX,No,No,20
101,cmu5jkaut00i0ksb0sk0ser22,"Cole Mason Clavering Granite Pestle & Mortar","Borough Kitchen",https://www.boroughkitchen.com/products/cole-mason-clavering-granite-mortar-pestle?variant=41451071963268,,"Source: K",39,"Food & Drink > Cooking & Food",UNISEX,No,No,9
102,cmu5bz8tn0002ksb0uh7gdzgx,"Cole Mason Clavering Granite Pestle & Mortar","Borough Kitchen",https://www.boroughkitchen.com/products/cole-mason-clavering-granite-mortar-pestle?variant=41451071963268,,"Source: K",39,"Food & Drink > Cooking & Food",UNISEX,No,No,9
103,cmu5c0f8z006vksb00o89gtu1,"Cologne Intense Discovery Collection","Jo Malone",https://www.jomalone.co.uk/product/25946/118078/colognes/cologne-intense-discovery-collection?size=5_x_1.5ml,,"Source: K",25,"Lifestyle & Wellbeing > Beauty & Skincare",MALE,No,No,9
104,cmu5jl25500n0ksb0n6qi5gst,"Cologne Intense Discovery Collection","Jo Malone",https://www.jomalone.co.uk/product/25946/118078/colognes/cologne-intense-discovery-collection?size=5_x_1.5ml,,"Source: K",25,"Lifestyle & Wellbeing > Beauty & Skincare",MALE,No,No,9
105,cmu5bzsmz0038ksb0vea06fe6,"Comandante C40 Nitro Blade Coffee Grinder MK4 (Black)","Comandante",https://comandantegrinder.co.uk/products/comandante-c40-nitro-blade-coffee-grinder-black?variant=47687627473234,,"Source: K",249,"Food & Drink > Coffee & Tea",UNISEX,No,No,9
106,cmu5jknx300kcksb0py5strgv,"Comandante C40 Nitro Blade Coffee Grinder MK4 (Black)","Comandante",https://comandantegrinder.co.uk/products/comandante-c40-nitro-blade-coffee-grinder-black?variant=47687627473234,,"Source: K",249,"Food & Drink > Coffee & Tea",UNISEX,No,No,9
107,cmu5bzc5m000mksb08vyu49lu,"Cook and Dine: Beef Wellington masterclass for two","Gordon Ramsay Academy",https://www.gordonramsayacademy.com/en/uk/locations/bishopsgate/cooking-classes/london-cook-and-dine-beef-wellington-masterclass-for-two,,"Source: K",350,"Food & Drink > Cooking & Food",UNISEX,No,No,9
108,cmu5jkday00igksb0ee9i3d03,"Cook and Dine: Beef Wellington masterclass for two","Gordon Ramsay Academy",https://www.gordonramsayacademy.com/en/uk/locations/bishopsgate/cooking-classes/london-cook-and-dine-beef-wellington-masterclass-for-two,,"Source: K",350,"Food & Drink > Cooking & Food",UNISEX,No,No,9
109,cmu5bzdga000uksb0uzi8x6mj,"Coravin Model Six+ Hermitage Red Limited Edition","The Waterside Inn",https://www.waterside-inn.co.uk/product/coravin-model-six-hermitage-red-limited-edition/,,"Source: K",299.99,"Food & Drink > Wines, beers & drinks",UNISEX,No,No,9
110,cmu5jke4n00imksb0ccitvtzc,"Coravin Model Six+ Hermitage Red Limited Edition","The Waterside Inn",https://www.waterside-inn.co.uk/product/coravin-model-six-hermitage-red-limited-edition/,,"Source: K",299.99,"Food & Drink > Wines, beers & drinks",UNISEX,No,No,9
111,cmu5jl4b000ngksb0ex2a27rn,"Cosmic Star Charm Bracelet in Gold","Shop Contemporary Jewellery to Stack & Style",https://www.astridandmiyu.com/products/cosmic-star-charm-bracelet-in-gold,,"Source: K",80,"Home, Style & Objects > Jewellery",FEMALE,No,No,9
112,cmu5c0iba007eksb04spwff5k,"Cosmic Star Charm Bracelet in Gold","Shop Contemporary Jewellery to Stack & Style",https://www.astridandmiyu.com/products/cosmic-star-charm-bracelet-in-gold,,"Source: K",80,"Home, Style & Objects > Jewellery",FEMALE,No,No,9
113,cmu5jmlp600x2ksb04sfb8m80,"Cosmic Star Charm Bracelet in Gold","Shop Contemporary Jewellery to Stack & Style",https://www.astridandmiyu.com/products/cosmic-star-charm-bracelet-in-gold,,"Source: K",80,"Jewellery",FEMALE,No,No,9
114,cmu5bzy0f0045ksb0oyzcf5md,"Create your Own Gin at the Shakespeare Distillery Gin School with Tour and Tastings","Virgin Experience",https://www.virginexperiencedays.co.uk/product/create-your-own-gin-at-shakespeare-distillery-with-tour,,"Experience
Source: K",107,"Food & Drink > Spirits & Cocktails > Gin",UNISEX,No,No,20
115,cmu5jkrgo00l2ksb0v8gfjym5,"Create your Own Gin at the Shakespeare Distillery Gin School with Tour and Tastings","Virgin Experience",https://www.virginexperiencedays.co.uk/product/create-your-own-gin-at-shakespeare-distillery-with-tour,,"Experience
Source: K",107,"Food & Drink > Spirits & Cocktails > Gin",UNISEX,No,No,20
116,cmu5jlq7u00rgksb091q4c2ge,"Creed Men's Fragrance Set","John Lewis",https://www.johnlewis.com/creed-mens-sample-inspiration-fragrance-gift-set-5-x-1-7ml/p5697051?irclickid=U4pz2V3kYxyZWta1oN2N0yZrUkuW5Z3u5yKSRY0&irgwc=1&afsrc=1&tmcampid=99&s_afcid=af_10078_Content,,"Source: G",49,"Lifestyle & Wellbeing > Beauty & skincare",MALE,No,No,9
117,cmu5c1d6100ciksb0limetwhv,"Creed Men's Fragrance Set","John Lewis",https://www.johnlewis.com/creed-mens-sample-inspiration-fragrance-gift-set-5-x-1-7ml/p5697051?irclickid=U4pz2V3kYxyZWta1oN2N0yZrUkuW5Z3u5yKSRY0&irgwc=1&afsrc=1&tmcampid=99&s_afcid=af_10078_Content,,"Source: G",49,"Lifestyle & Wellbeing > Beauty & skincare",MALE,No,No,9
118,cmu5jkzfh00mgksb07ch492wn,"Crystal Infused Glass Water Bottle","Debenhams",https://www.debenhams.com/product/kdmd-crystal-infused-glass-water-bottle---cleansing-clear-quartz---angel_p-b8504da2-fc08-442e-8aad-92868a84539a,,"Source: K",40.99,"Lifestyle & Wellbeing > Spirituality",UNISEX,No,No,9
119,cmu5c0b5l0065ksb0r2qv2yhp,"Crystal Infused Glass Water Bottle","Debenhams",https://www.debenhams.com/product/kdmd-crystal-infused-glass-water-bottle---cleansing-clear-quartz---angel_p-b8504da2-fc08-442e-8aad-92868a84539a,,"Source: K",40.99,"Lifestyle & Wellbeing > Spirituality",UNISEX,No,No,9
120,cmu5c19bp00buksb0407d8ea6,"Curved Tamera Marble Bookends","Cox&Cox",https://www.coxandcox.co.uk/curved-tamera-marble-bookends,,"Source: K",50,"Home, Style & Objects > Home and interiors",UNISEX,No,No,9
121,cmu5jlnse00qyksb0u0kh3d45,"Curved Tamera Marble Bookends","Cox&Cox",https://www.coxandcox.co.uk/curved-tamera-marble-bookends,,"Source: K",50,"Home, Style & Objects > Home and interiors",UNISEX,No,No,9
122,cmu5c1cwq00cgksb00u2mpfc4,"Dark Rum - Eau de Parfume","Malin+Goetz",https://www.malinandgoetz.co.uk/dark-rum-eau-de-parfum,,"Source: G",94,"Lifestyle & Wellbeing > Beauty & skincare",FEMALE,No,No,9
123,cmu5jlpy400reksb0jckucn9t,"Dark Rum - Eau de Parfume","Malin+Goetz",https://www.malinandgoetz.co.uk/dark-rum-eau-de-parfum,,"Source: G",94,"Lifestyle & Wellbeing > Beauty & skincare",FEMALE,No,No,9
124,cmu5jmbwu00veksb0b3qt0c8r,"Dayja Clutch Bag in White Gold","Verano Hill",https://veranohill.com/products/dayja-clutch-bag?variant=51901156950383,,"Current promotion 'Buy one get one free'
Occasion: Any occasion
Source: M",85,"Home, Style & Objects > Fashion & accessories",FEMALE,No,Yes,73
125,cmu5c29fj00hnksb06pg90lo9,"Dayja Clutch Bag in White Gold","Verano Hill",https://veranohill.com/products/dayja-clutch-bag?variant=51901156950383,,"Current promotion 'Buy one get one free'
Occasion: Any occasion
Source: M",85,"Home, Style & Objects > Fashion & accessories",FEMALE,No,Yes,73
126,cmu5jmc6k00vgksb05zngs3wo,"Deanna Medium Tote Bag","Verano Hill",https://veranohill.com/products/deanna-medium-tote-bag-cs,,"Highly reviewed.
Occasion: Any occasion
Source: M",75,"Home, Style & Objects > Fashion & accessories",FEMALE,No,No,49
127,cmu5c29or00hpksb000hwkiw8,"Deanna Medium Tote Bag","Verano Hill",https://veranohill.com/products/deanna-medium-tote-bag-cs,,"Highly reviewed.
Occasion: Any occasion
Source: M",75,"Home, Style & Objects > Fashion & accessories",FEMALE,No,No,49
128,cmu5c0ikl007gksb0y02mycll,"Deia Huggie Earrings","Monica Vinader",https://www.monicavinader.com/deia-huggie-earrings/gold-vermeil-deia-huggie-earrings?set_country=GB&currency=GBP,,"Source: K",99,"Home, Style & Objects > Jewellery",FEMALE,No,No,9
129,cmu5jl4ku00niksb0ymw4rnxq,"Deia Huggie Earrings","Monica Vinader",https://www.monicavinader.com/deia-huggie-earrings/gold-vermeil-deia-huggie-earrings?set_country=GB&currency=GBP,,"Source: K",99,"Home, Style & Objects > Jewellery",FEMALE,No,No,9
130,cmu5jmkm100wwksb0xxbp05ca,"Diamonbliss Vintage Round Leverback Earrings / White","Wolf & Badger",https://www.wolfandbadger.com/uk/diamonbliss-vintage-round-leverback-earrings-white/,,"Source: K",57,"Jewellery",FEMALE,No,No,9
131,cmu5c0o79008hksb0kj5zz6ci,"Dioramour Necklace Yellow Gold and Diamond","Dior",https://www.dior.com/en_gb/fashion/products/JOUI95051_0000_U,,"Source: K",2350,"Home, Style & Objects > Jewellery",FEMALE,No,No,9
132,cmu5jl8xf00ocksb0mawjwmp1,"Dioramour Necklace Yellow Gold and Diamond","Dior",https://www.dior.com/en_gb/fashion/products/JOUI95051_0000_U,,"Source: K",2350,"Home, Style & Objects > Jewellery",FEMALE,No,No,9
133,cmu5jl7av00o2ksb0vxroud7u,"Dior Link Necklace Silver-Finish Metal and Crystals","Dior",https://www.dior.com/en_gb/fashion/products/N3665WOMCY_D001_TU,,"Source: K",770,"Home, Style & Objects > Jewellery",FEMALE,No,No,9
134,cmu5c0mny0086ksb0ytkcboum,"Dior Link Necklace Silver-Finish Metal and Crystals","Dior",https://www.dior.com/en_gb/fashion/products/N3665WOMCY_D001_TU,,"Source: K",770,"Home, Style & Objects > Jewellery",FEMALE,No,No,9
135,cmu5jm6v200umksb0h4er55nr,"Dior Medallion Belt in Tan Brown","Dior",https://www.dior.com/en_gb/fashion/products/B1022QGBK_M67M,,"Available in black. Free standard delivery (3-4wds)
Occasion: Any occasion
Source: M",790,"Home, Style & Objects > Fashion & accessories",FEMALE,No,Yes,84
136,cmu5c21a100giksb0m3ionmzs,"Dior Medallion Belt in Tan Brown","Dior",https://www.dior.com/en_gb/fashion/products/B1022QGBK_M67M,,"Available in black. Free standard delivery (3-4wds)
Occasion: Any occasion
Source: M",790,"Home, Style & Objects > Fashion & accessories",FEMALE,No,Yes,84
137,cmu5jnjv3011lksb0rmqy7ahd,"Discovering Stem - Architecture Set","The Range",https://www.therange.co.uk/toys/creative-and-educational/modelling-sets/discovering-stem-architecture-set,,"Source: K",99.99,"Children",MALE,No,No,9
138,cmu5jnqee012fksb0ebi0irxx,"Djeco Do It Yourself - Funky Family - 15 Magnets to Decorate","Crafts 4 Kids",https://www.crafts4kids.co.uk/products/djeco-funky-family?variant=55242269196661,,"Source: K",13.99,"Children",FEMALE,No,No,9
139,cmu5jn49w0103ksb060wsyo3q,"Djeco Guitar - 6 Metal Strings","Crafts 4 Kids",https://www.crafts4kids.co.uk/products/djeco-guitar-6-metal-strings?variant=57100162236789,,"Source: K",29.99,"Children",UNISEX,No,No,9
140,cmu5jnqod012hksb0i8fp29nk,"Djeco Inspired By Frida Kahlo - 3D Pictures","Crafts 4 Kids",https://www.crafts4kids.co.uk/products/djeco-inspired-by-frida-kahlo?variant=49666394030402,,"Source: K",15.75,"Children",FEMALE,No,No,9
141,cmu5jnma3011wksb0lipqngmh,"Djeco Musical Boxes - Melody of the Woods","Crafts 4 Kids",https://www.crafts4kids.co.uk/products/djeco-musical-boxes-melody-of-the-woods,,"Source: K",24.5,"Children",FEMALE,No,No,9
142,cmu5jnpag012aksb0cdn5xz1f,"Djeco Wooden Toy Piano","Crafts 4 Kids",https://www.crafts4kids.co.uk/products/animambo-electronic-piano-by-djeco?variant=47659788566850,,"Source: K",76.49,"Children",UNISEX,No,No,9
